Date,Price,Open,High,Low,Vol.,Change%
2014-07-22,6795.34,6728.44,6801.84,6728.44,537780000,0.99
2014-07-21,6728.44,6749.45,6753.42,6715.78,470700000,-0.31
2014-07-18,6749.45,6738.32,6749.89,6690.90,584830000,0.17
2014-07-17,6738.32,6784.67,6784.67,6727.71,631290000,-0.68
2014-07-16,6784.67,6710.45,6792.55,6710.45,610710000,1.11
2014-07-15,6710.45,6746.14,6764.00,6709.15,604330000,-0.53
2014-07-14,6746.14,6690.17,6760.73,6690.17,468490000,0.84
2014-07-11,6690.17,6672.37,6696.10,6663.67,533170000,0.27
2014-07-10,6672.37,6718.04,6724.80,6643.62,764870000,-0.68
2014-07-09,6718.04,6738.45,6740.82,6692.77,601510000,-0.30
2014-07-08,6738.45,6823.51,6831.02,6738.45,660680000,-1.25
2014-07-07,6823.51,6866.05,6866.37,6817.60,387940000,-0.62
2014-07-04,6866.05,6865.21,6875.31,6856.35,329360000,0.01
2014-07-03,6865.21,6816.37,6866.56,6815.45,523960000,0.72
2014-07-02,6816.37,6802.92,6829.49,6796.61,479500000,0.20
2014-07-01,6802.92,6743.94,6805.90,6743.94,513050000,0.87
2014-06-30,6743.94,6757.77,6777.11,6730.45,614340000,-0.20
2014-06-27,6757.77,6735.12,6767.63,6735.12,516990000,0.34
2014-06-26,6735.12,6733.62,6753.25,6701.59,902550000,0.02
2014-06-25,6733.62,6787.07,6787.07,6716.35,585450000,-0.79
2014-06-24,6787.07,6800.56,6824.45,6776.80,570130000,-0.20
2014-06-23,6800.56,6825.20,6829.76,6785.83,466640000,-0.36
2014-06-20,6825.20,6808.11,6840.62,6791.20,1020000000,0.25
2014-06-19,6808.11,6778.56,6837.57,6778.56,563400000,0.44
2014-06-18,6778.56,6766.77,6799.59,6766.77,511300000,0.17
2014-06-17,6766.77,6754.64,6774.87,6736.11,572510000,0.18
2014-06-16,6754.64,6777.85,6779.40,6748.04,568440000,-0.34
2014-06-13,6777.85,6843.11,6843.11,6758.15,640610000,-0.95
2014-06-12,6843.11,6838.87,6853.18,6827.03,527380000,0.06
2014-06-11,6838.87,6873.55,6873.55,6825.24,675330000,-0.50
2014-06-10,6873.55,6875.00,6875.24,6835.80,534390000,-0.02
2014-06-09,6875.00,6858.21,6878.96,6857.70,388130000,0.24
2014-06-06,6858.21,6813.49,6862.91,6813.49,766310000,0.66
2014-06-05,6813.49,6818.63,6847.00,6795.27,626570000,-0.08
2014-06-04,6818.63,6836.30,6840.60,6800.10,560720000,-0.26
2014-06-03,6836.30,6864.10,6865.38,6817.96,504990000,-0.41
2014-06-02,6864.10,6844.51,6874.38,6844.51,573720000,0.29
2014-05-30,6844.51,6871.29,6874.33,6831.99,1170000000,-0.39
2014-05-29,6871.29,6851.22,6882.14,6848.06,403370000,0.29
2014-05-28,6851.22,6844.94,6855.83,6833.61,577490000,0.09
2014-05-27,6844.94,6815.75,6857.10,6815.37,585490000,0.43
2014-05-23,6815.75,6820.56,6825.53,6793.47,485850000,-0.07
2014-05-22,6820.56,6821.04,6846.57,6810.19,564130000,-0.01
2014-05-21,6821.04,6802.00,6821.04,6782.80,733750000,0.28
2014-05-20,6802.00,6844.55,6848.36,6792.51,680770000,-0.62
2014-05-19,6844.55,6855.81,6862.20,6804.31,744480000,-0.16
2014-05-16,6855.81,6840.89,6855.94,6813.50,985980000,0.22
2014-05-15,6840.89,6878.49,6894.88,6821.66,896970000,-0.55
2014-05-14,6878.49,6873.08,6880.07,6854.02,529680000,0.08
2014-05-13,6873.08,6851.75,6877.39,6845.95,631550000,0.31
2014-05-12,6851.75,6814.57,6851.75,6814.57,565080000,0.55
2014-05-09,6814.57,6839.25,6839.42,6805.39,617680000,-0.36
2014-05-08,6839.25,6796.44,6840.37,6796.44,818480000,0.63
2014-05-07,6796.44,6798.56,6799.34,6766.84,768890000,-0.03
2014-05-06,6798.56,6822.42,6828.62,6785.32,732620000,-0.35
2014-05-02,6822.42,6808.87,6838.17,6798.61,746450000,0.20
2014-05-01,6808.87,6780.03,6811.64,6773.69,648190000,0.43
2014-04-30,6780.03,6769.91,6794.88,6748.76,773110000,0.15
2014-04-29,6769.91,6700.16,6769.91,6700.10,674490000,1.04
2014-04-28,6700.16,6685.69,6720.33,6682.90,652390000,0.22
2014-04-25,6685.69,6702.85,6704.37,6657.30,578700000,-0.26
2014-04-24,6703.00,6674.74,6724.58,6667.65,616110000,0.42
2014-04-23,6674.74,6681.76,6694.82,6661.42,637850000,-0.11
2014-04-22,6681.76,6625.25,6706.19,6625.25,840730000,0.85
2014-04-17,6625.25,6584.17,6627.25,6559.35,842350000,0.62
2014-04-16,6584.17,6541.61,6596.99,6541.61,686340000,0.65
2014-04-15,6541.61,6583.76,6594.24,6534.20,858940000,-0.64
2014-04-14,6583.76,6561.70,6583.76,6507.08,979650000,0.34
2014-04-11,6561.70,6641.97,6641.97,6538.75,817950000,-1.21
2014-04-10,6641.97,6635.61,6688.28,6620.39,670600000,0.10
2014-04-09,6635.61,6590.69,6654.05,6590.41,758990000,0.68
2014-04-08,6590.69,6622.84,6625.19,6549.75,1060000000,-0.49
2014-04-07,6622.84,6695.55,6695.55,6614.73,666070000,-1.09
2014-04-04,6695.55,6649.14,6706.34,6649.14,876230000,0.70
2014-04-03,6649.14,6659.04,6680.78,6638.52,670680000,-0.15
2014-04-02,6659.04,6652.61,6672.73,6639.63,971880000,0.10
2014-04-01,6652.61,6598.37,6660.27,6598.37,853490000,0.82
2014-03-31,6598.37,6615.58,6658.40,6583.09,867820000,-0.26
2014-03-28,6615.58,6588.32,6631.48,6585.73,1000000000,0.41
2014-03-27,6588.32,6605.30,6605.30,6561.39,850230000,-0.26
2014-03-26,6605.30,6604.89,6643.58,6601.78,1430000000,0.01
2014-03-25,6604.89,6520.39,6604.89,6520.39,674290000,1.30
2014-03-24,6520.39,6557.17,6568.96,6506.42,762850000,-0.56
2014-03-21,6557.17,6542.44,6572.09,6537.89,1500000000,0.23
2014-03-20,6542.44,6573.13,6573.13,6492.62,795070000,-0.47
2014-03-19,6573.13,6605.28,6609.46,6566.85,1050000000,-0.49
2014-03-18,6605.28,6568.35,6628.20,6534.86,723560000,0.56
2014-03-17,6568.35,6527.89,6592.37,6527.87,692710000,0.62
2014-03-14,6527.89,6553.78,6553.78,6500.37,847300000,-0.40
2014-03-13,6553.78,6620.90,6631.38,6552.46,894840000,-1.01
2014-03-12,6620.90,6685.52,6685.52,6598.36,891940000,-0.97
2014-03-11,6685.52,6689.45,6718.30,6660.59,868650000,-0.06
2014-03-10,6689.45,6712.67,6757.00,6671.62,820420000,-0.35
2014-03-07,6712.67,6788.49,6800.66,6706.38,793750000,-1.12
2014-03-06,6788.49,6775.42,6806.62,6770.95,664690000,0.19
2014-03-05,6775.42,6823.77,6824.16,6771.50,623860000,-0.71
2014-03-04,6823.77,6708.35,6827.22,6708.35,734140000,1.72
2014-03-03,6708.35,6809.70,6809.70,6671.89,829080000,-1.49
2014-02-28,6809.70,6810.27,6833.82,6785.54,924580000,-0.01
2014-02-27,6810.27,6799.15,6819.24,6733.54,845700000,0.16
2014-02-26,6799.15,6830.50,6834.09,6785.28,739000000,-0.46
2014-02-25,6830.50,6862.73,6866.35,6790.93,1160000000,-0.52
2014-02-24,6865.86,6838.06,6865.86,6797.83,1070000000,0.41
2014-02-21,6838.06,6812.99,6859.91,6812.99,1020000000,0.37
2014-02-20,6812.99,6796.71,6812.99,6732.03,742460000,0.24
2014-02-19,6796.71,6796.43,6810.48,6759.86,793950000,0.00
2014-02-18,6796.43,6736.00,6802.89,6716.64,826630000,0.90
2014-02-17,6736.00,6663.62,6745.63,6661.47,630250000,1.09
2014-02-14,6663.62,6659.42,6672.21,6646.47,912780000,0.06
2014-02-13,6659.42,6675.03,6675.24,6608.09,1170000000,-0.23
2014-02-12,6675.03,6672.66,6708.17,6669.06,820070000,0.04
2014-02-11,6672.66,6591.55,6672.66,6591.55,934910000,1.23
2014-02-10,6591.55,6571.68,6597.00,6565.30,593690000,0.30
2014-02-07,6571.68,6558.28,6596.28,6540.81,708470000,0.20
2014-02-06,6558.28,6457.89,6566.01,6457.89,815150000,1.55
2014-02-05,6457.89,6449.27,6483.73,6423.79,810170000,0.13
2014-02-04,6449.27,6465.66,6478.16,6416.72,922890000,-0.25
2014-02-03,6465.66,6510.44,6538.30,6459.95,829890000,-0.69
2014-01-31,6510.44,6538.45,6548.46,6421.26,751200000,-0.43
2014-01-30,6538.45,6544.28,6573.92,6503.25,755890000,-0.09
2014-01-29,6544.28,6572.33,6645.23,6482.74,990210000,-0.43
2014-01-28,6572.33,6550.66,6590.66,6550.65,675700000,0.33
2014-01-27,6550.66,6663.74,6665.39,6539.33,985290000,-1.70
2014-01-24,6663.74,6773.28,6784.42,6654.86,844750000,-1.62
2014-01-23,6773.28,6826.33,6837.21,6760.63,668660000,-0.78
2014-01-22,6826.33,6834.26,6864.87,6821.80,548740000,-0.12
2014-01-21,6834.26,6836.73,6867.42,6822.31,618280000,-0.04
2014-01-20,6836.73,6829.30,6837.53,6810.62,424810000,0.11
2014-01-17,6829.30,6815.42,6840.50,6800.00,999740000,0.20
2014-01-16,6815.42,6819.86,6831.74,6811.16,714150000,-0.07
2014-01-15,6819.86,6766.86,6825.20,6766.86,693720000,0.78
2014-01-14,6766.86,6757.15,6772.63,6694.08,568350000,0.14
2014-01-13,6757.15,6739.94,6765.60,6730.97,598030000,0.26
2014-01-10,6739.94,6691.34,6769.94,6691.34,811610000,0.73
2014-01-09,6691.34,6721.78,6746.41,6679.31,782900000,-0.45
2014-01-08,6721.78,6755.45,6755.53,6713.39,720030000,-0.50
2014-01-07,6755.45,6730.73,6768.89,6718.07,672380000,0.37
2014-01-06,6730.73,6730.67,6751.98,6714.64,524390000,0.00
2014-01-03,6730.67,6717.91,6747.33,6699.27,374840000,0.19
2014-01-02,6717.91,6749.09,6759.37,6707.48,459530000,-0.46
